image,x,y,w,h
images/7f82fbf7-1e37-4c0f-b5bd-29e78fd5fa83.jpg,0.7453125,0.2453125,0.434375,0.34765625
images/e3b95caa-fa5b-4ea0-9981-4e50975cd21f.jpg,0.48203125,0.409375,0.4,0.38359375
images/1de2bf8a-d78e-478e-adc8-db153e35d224.jpg,0.46328125,0.52578125,0.7984375,0.34296875
images/8fb8a93c-645f-493c-ad46-77aed1443ed2.jpg,0.390625,0.4921875,0.12265625,0.084375
images/da29b966-680a-47ab-9627-339ebf176262.jpg,0.6078125,0.5125,0.13125,0.1421875
images/fc5379fd-48f2-413c-ac45-3029ec0b2d84.jpg,0.49375,0.39609375,0.8140625,0.71328125
images/6edb98fa-9fe4-464c-bfee-82eab85501ee.jpg,0.61640625,0.7984375,0.35,0.15703125
images/c1ce9690-4964-489c-bae1-27f18aab29da.jpg,0.3390625,0.528125,0.08125,0.08359375
images/fd53a453-4cf0-4a3d-8c23-18cf6dd6bc88.jpg,0.49296875,0.54609375,0.4,0.2765625
images/1449e890-4768-4696-a365-777e90d9203a.jpg,0.55625,0.503125,0.10078125,0.0859375
images/61a472a8-eeb0-40f2-9268-13f724f213c7.jpg,0.50625,0.56171875,0.5234375,0.6859375
images/c82972ac-c1da-4d2d-b6cf-3634143865d3.jpg,0.4375,0.43203125,0.05,0.04140625
images/f4cc65cc-7b45-4aa7-8bbc-0a3e3414380d.jpg,0.48984375,0.340625,0.15625,0.153125
images/8df14c90-d6c0-45e8-879a-57d77d665b7c.jpg,0.50234375,0.4046875,0.5921875,0.2328125
images/a4c90937-db00-4378-aeaa-16204269f062.jpg,0.3953125,0.28046875,0.125,0.15
images/e518e590-f51d-47f2-8163-de8705c1443c.jpg,0.62265625,0.69296875,0.0828125,0.096875
images/e74e9761-6e46-42cf-b510-3a7dcb7bbc9d.jpg,0.50390625,0.35390625,0.984375,0.52421875
images/f5942483-ecdd-4c02-ad5b-eca46f647b81.jpg,0.496875,0.328125,0.8703125,0.521875
images/3f39ebd2-c1ae-4106-813b-1723a9518ae3.jpg,0.50625,0.28671875,0.9875,0.5734375
images/2ad207d7-9bd0-4cb3-a8e8-ccd8c6c49d3e.jpg,0.5,0.29453125,1.0,0.5890625
images/01cebe8a-ee85-40b9-979f-f0e0e19a5dd7.jpg,0.58984375,0.478125,0.2171875,0.175
images/6ffa3269-bbef-47e1-a909-f7fac0bba56c.jpg,0.503125,0.6125,0.9453125,0.4765625
images/959e0ab2-aa9d-4fb4-9c26-a88c2df3eed9.jpg,0.490625,0.3953125,0.19296875,0.165625
images/5fad8b07-38c2-4022-9180-705011e92956.jpg,0.39921875,0.29453125,0.7984375,0.5609375
images/d4f21912-0092-44c3-ad7e-1e7b22cdbf04.jpg,0.60546875,0.32578125,0.43203125,0.34453125
images/2b0b2608-3e7c-4fff-8078-7a135cddd6a4.jpg,0.54609375,0.35703125,0.4421875,0.35859375
images/802c3b41-d8e6-42a4-9e59-1242426d8413.jpg,0.3265625,0.40078125,0.43984375,0.34609375
images/0de19737-6e0b-47a0-ac56-8297e5700888.jpg,0.5078125,0.49609375,0.078125,0.11484375
images/71b7cded-a7e3-4856-ae41-da9bd6486b16.jpg,0.46484375,0.48046875,0.7359375,0.434375
images/79ccb30c-5bd4-4b2e-9e49-0a64753328db.jpg,0.51484375,0.3859375,0.103125,0.04375
images/9636a87d-1fc9-4467-a67e-56feeacb4cc9.jpg,0.5296875,0.5734375,0.03203125,0.04140625
images/7a6587d8-644a-43d8-80e6-7be556247d12.jpg,0.56484375,0.309375,0.03671875,0.04765625
images/4175b6a4-d139-4b56-9b5e-db76b7139828.jpg,0.525,0.4578125,0.80703125,0.4546875
images/634905e3-d443-462f-84fd-9678cc46c0b3.jpg,0.471875,0.403125,0.05625,0.05546875
images/14b730aa-67e9-4a17-9109-b0b5c488f9c2.jpg,0.50390625,0.52734375,0.96640625,0.62109375
images/3aebbdb4-d59a-4aff-9d66-d32388f76646.jpg,0.503125,0.421875,0.96640625,0.31640625
images/604b7a71-521e-4392-815e-ed1c122af7df.jpg,0.615625,0.328125,0.72890625,0.371875
images/51f882f2-3d90-40e2-9fec-df00d808dac5.jpg,0.64140625,0.49609375,0.1953125,0.15859375
images/7d435432-14f4-4d0a-852e-f2269ea9b379.jpg,0.53046875,0.3359375,0.1171875,0.09453125
images/a2c71ed0-e568-47ce-8a48-7590ce2e8538.jpg,0.48125,0.409375,0.94140625,0.35859375
images/42a03229-6b12-41f6-a57e-5ab4a66ad400.jpg,0.48203125,0.60078125,0.16875,0.13203125
images/01534f82-7456-4967-8a55-efb64bab7f88.jpg,0.375,0.50078125,0.1234375,0.12109375
images/e318e282-6ffb-4d6b-8624-4dfb9a3da018.jpg,0.45390625,0.50234375,0.90703125,0.48671875
images/1b50be8c-c6b7-4d8b-85e3-8c9f91a7e343.jpg,0.7109375,0.3578125,0.4328125,0.20078125
images/43ffed60-8be8-41ce-b182-a584a205d13d.jpg,0.45234375,0.31484375,0.33125,0.18671875
images/1f17095d-3430-4615-a739-46c95e043fe3.jpg,0.34140625,0.62109375,0.2875,0.2390625
images/4ec2e7c6-f073-4146-8efb-df207cd4a358.jpg,0.5015625,0.45859375,0.64609375,0.55234375
images/2cf1dec7-e02e-441e-b583-5d14b58ab3b0.jpg,0.50703125,0.34921875,0.9859375,0.40234375
images/524e4987-c01f-458b-9c01-71fbb0a47d73.jpg,0.384375,0.40234375,0.1140625,0.07890625
images/4f8d469e-f92e-4d48-b1e9-c7b38ec01254.jpg,0.634375,0.37421875,0.24296875,0.2015625
images/5e3724d7-e6b9-46ff-97b6-9e0af1b195f3.jpg,0.503125,0.3671875,0.759375,0.459375
images/3cdd4239-2531-4231-bc5f-75f8946f1d31.jpg,0.72578125,0.5671875,0.1671875,0.134375
images/d640ac4a-cc1a-430c-9cb9-8ab372e9b607.jpg,0.60078125,0.22734375,0.1046875,0.1484375
images/ae914b4d-a706-4749-9533-7b4e026ed635.jpg,0.44609375,0.3171875,0.88125,0.5609375
images/0e47aeb5-99f0-4ce4-8fef-318b4ae82915.jpg,0.17265625,0.69609375,0.11953125,0.0765625
images/d0a969a7-f0e4-49e1-a43f-8168d9d03798.jpg,0.4796875,0.3984375,0.896875,0.66484375
images/bfcc0d72-1f85-4c4e-80fa-bfd56492124f.jpg,0.40859375,0.60078125,0.115625,0.10859375
images/5925865c-a8e1-4770-8801-09259e0e3da9.jpg,0.509375,0.653125,0.11796875,0.10390625
images/fd12c242-048b-456c-9ac3-7848c9332e17.jpg,0.453125,0.23046875,0.19296875,0.21640625
images/ab48d7ed-6cbd-477b-bff4-2e7d84057f48.jpg,0.51484375,0.47421875,0.90703125,0.51171875
images/a1598c05-cb54-43df-81d9-cf9f9d48456c.jpg,0.50078125,0.496875,0.9984375,0.94375
images/39c0f106-584f-4daf-aa34-45251f4e9220.jpg,0.4796875,0.1546875,0.05703125,0.0921875
images/7796915f-fdcd-46c2-b000-118b40c6e4d1.jpg,0.50703125,0.44921875,0.95078125,0.48046875
images/f269cd20-051e-436b-b282-3cbbeda739d8.jpg,0.5875,0.46796875,0.20390625,0.171875
images/941b4606-5a86-4d71-8de2-ed34296c9cf9.jpg,0.30625,0.31640625,0.06875,0.05
images/b1fe6711-be7d-42a5-9294-eff16c65b259.jpg,0.49453125,0.575,0.084375,0.1
images/e44373e3-d2c6-4855-90be-4626e288ee2f.jpg,0.56171875,0.55859375,0.1765625,0.08125
images/70f7b951-d972-4a05-a803-5ff02c2f5833.jpg,0.2796875,0.24140625,0.14453125,0.18359375
images/d2a77c6a-c85c-45b2-969f-d43e633cd2a9.jpg,0.35234375,0.340625,0.2359375,0.15859375
images/ecf6552d-9de9-4a02-81c5-16174f083d44.jpg,0.64453125,0.22265625,0.5765625,0.1765625
images/6b7c8a7f-1e94-45e0-b925-0a931c2b9999.jpg,0.50078125,0.5015625,0.0640625,0.08984375
images/7f82439e-340b-480a-8d76-cf802ba6490b.jpg,0.459375,0.53125,0.11015625,0.1015625
images/4a434900-dff0-4b12-8341-bf4c69429ec2.jpg,0.4109375,0.5203125,0.11171875,0.090625
images/a238493f-4d34-4aac-ad07-7e3371e801d1.jpg,0.53125,0.49296875,0.07734375,0.078125
images/21b13a51-3751-4490-860e-237c477e19d2.jpg,0.5234375,0.48984375,0.09609375,0.1234375
images/c915c167-c1f1-4a39-8e44-eabd26cf61d5.jpg,0.52578125,0.48203125,0.9484375,0.3453125
images/2800ef99-46a6-425c-80ff-945df1e2e245.jpg,0.5,0.4375,1.0,0.51171875
images/0a000c31-3bc9-4140-b46a-0a6d429843d8.jpg,0.51328125,0.275,0.8734375,0.51015625
images/eec13dff-473f-4179-bac6-9a9c2917ce9c.jpg,0.515625,0.21484375,0.02265625,0.040625
images/90f11eef-5b11-4b23-87b4-c5b47c35730c.jpg,0.46640625,0.515625,0.7046875,0.52890625
images/3e7aaf62-402a-4403-8533-046f78410954.jpg,0.578125,0.48203125,0.13515625,0.14140625
images/8d52f6ae-5d22-4314-b734-ecf8ee11fe31.jpg,0.52109375,0.39140625,0.51875,0.259375
images/9be37037-fbbd-4ae6-be04-1255cf933eb6.jpg,0.5546875,0.39609375,0.14296875,0.08359375
images/ae36ea61-f30b-446d-bbfe-feb398e828f6.jpg,0.565625,0.55625,0.07578125,0.06796875
images/93dcd579-31dc-424c-9a2e-c77f7d66f8d5.jpg,0.42734375,0.428125,0.7703125,0.83359375
images/3ca9d65a-df96-4b36-b241-a3e08c42d888.jpg,0.6453125,0.36640625,0.40703125,0.175
images/1c169838-305a-4a5d-a6fc-00749ff42220.jpg,0.46484375,0.48984375,0.21796875,0.0984375
images/3cbb534a-8c66-4eee-a97a-4d4ccb769917.jpg,0.2984375,0.33125,0.08125,0.07109375
images/7f9c12af-e6f6-4a51-b56b-85043270f8dd.jpg,0.590625,0.4390625,0.196875,0.16953125
images/b77e33ca-ea78-48c7-988b-dfe9e594ca54.jpg,0.64453125,0.7234375,0.0984375,0.11953125
images/8e6135cb-f4ba-4783-9760-fa4631a54138.jpg,0.4328125,0.36796875,0.14375,0.11953125
images/93d94509-c564-438f-8c14-dd2ff2af0b40.jpg,0.390625,0.71328125,0.13359375,0.0734375
images/b47cb45d-1a08-4494-91f8-2920150bda50.jpg,0.48671875,0.41171875,0.065625,0.08828125
images/d11c2b4d-55b2-43c8-baf8-e9413886ded8.jpg,0.53828125,0.42890625,0.9234375,0.60703125
images/a23b8604-fbc5-4ca5-8968-318cee05f699.jpg,0.490625,0.49765625,0.9546875,0.7703125
images/374c0cf4-6953-4c6f-abff-dbfcc1ebe797.jpg,0.5890625,0.40390625,0.13515625,0.10859375
images/25e32619-13b3-42ef-ab0c-7a45c525fd78.jpg,0.5,0.59453125,1.0,0.675
images/cd6dce04-3f44-4970-8fe3-c30ec34024a6.jpg,0.3609375,0.2078125,0.31640625,0.09296875
images/8b39c8ca-c5e0-48cc-8e54-812db3c0eb3d.jpg,0.76796875,0.3890625,0.4421875,0.6
images/8edd210e-40c7-4777-80ca-cce329e5e6c8.jpg,0.3859375,0.39609375,0.11328125,0.08359375
images/7a6591da-c845-4b4e-b938-55a3ffecee3b.jpg,0.58125,0.4859375,0.10859375,0.08046875
images/ea465a60-3cdf-4bf7-b090-ecea54be3ab3.jpg,0.4671875,0.41640625,0.075,0.04375
images/4d71c0b7-83a0-45c1-a23c-22f814427fb3.jpg,0.50234375,0.3859375,0.9921875,0.73359375
images/e8e34174-e4ab-451c-99d1-838b781d7d26.jpg,0.49765625,0.46875,0.91796875,0.58203125
images/529f7b71-ea56-490e-a4e2-084f6044edd6.jpg,0.503125,0.5046875,0.77890625,0.440625
images/69f6e09b-bce2-4e03-b17f-14d613888725.jpg,0.66484375,0.28671875,0.084375,0.1015625
images/ab9f4dfe-726c-41da-a28d-88ed1f938bc6.jpg,0.5,0.49140625,1.0,0.50546875
images/7890a7c4-5b51-473a-8db1-98ce1fda5758.jpg,0.47578125,0.12578125,0.1796875,0.2515625
images/abc7a3c8-b844-4e54-867f-3553d004e2fd.jpg,0.49453125,0.35390625,0.11953125,0.14453125
images/d04724d1-756d-4332-9ea4-311a7f414d9e.jpg,0.56328125,0.4484375,0.2015625,0.13046875
images/e1d68e94-b53a-4fbe-a24f-a39302148a57.jpg,0.73046875,0.3984375,0.15703125,0.13984375
images/d439a3fb-4c2c-4aa9-b44c-6c84c86b63d2.jpg,0.53203125,0.5265625,0.9359375,0.83828125
images/706764e5-0056-4451-b718-c5964abf6267.jpg,0.40390625,0.44609375,0.1453125,0.103125
images/1b3507b4-e0b1-4705-826d-4648c041927d.jpg,0.496875,0.840625,0.10078125,0.109375
images/deaa73b4-5995-44d1-b3e1-31551f49674f.jpg,0.459375,0.32578125,0.440625,0.4171875
images/5f8cbd97-d07c-4960-8ca6-18371cb94489.jpg,0.53203125,0.3640625,0.5546875,0.34453125
images/a17d43fc-6f89-44c4-a1af-67a1d3353a84.jpg,0.628125,0.2359375,0.23359375,0.20546875
images/24d59ea6-8fd1-419e-9f27-eb6d27c5d309.jpg,0.57890625,0.49140625,0.62890625,0.6390625
images/ab203211-13a6-412c-97c2-1b2ee9e78d58.jpg,0.5,0.43828125,1.0,0.690625
images/c4f57d32-3f37-4e08-a3ae-86a766d7b9a4.jpg,0.53046875,0.515625,0.9390625,0.81796875
images/08aca1d0-1d9b-48e6-a6ed-e7d065388ae1.jpg,0.54921875,0.52265625,0.73515625,0.48125
images/c0bd528d-6aed-4fa2-a986-1d8a7ea33b4e.jpg,0.56875,0.428125,0.2734375,0.2390625
images/18a64b39-c60d-4e49-b73a-1bb5a44d7371.jpg,0.503125,0.475,0.890625,0.5421875
images/fa7b0179-c5ba-4673-9169-5f16d572a73a.jpg,0.540625,0.6390625,0.08125,0.10546875
images/2f3207df-e168-443a-89b1-6d888e26cae7.jpg,0.1078125,0.23515625,0.12109375,0.153125
images/2c8efba4-ad69-46c9-ad3d-23cbdd4dc220.jpg,0.521875,0.32265625,0.94296875,0.48203125
images/a1631fa5-99e1-4961-bf0d-341237ceccfb.jpg,0.53515625,0.4875,0.2265625,0.1359375
images/f71882c2-5003-462b-9d38-3764a3474d1c.jpg,0.58125,0.46953125,0.12734375,0.13046875
images/79bb3d8c-5033-453d-8e18-e86841ca1021.jpg,0.4703125,0.3671875,0.15234375,0.14296875
images/f0cb7705-a848-4478-b1db-6e6bc9ea93d0.jpg,0.546875,0.01171875,0.02421875,0.0234375
images/10d2bcc0-8454-4901-bfa5-20465b9c90c7.jpg,0.48203125,0.44140625,0.2171875,0.28359375
images/86084b57-df87-4565-980a-c6094aca8389.jpg,0.43359375,0.60625,0.1078125,0.0875
images/36c02e52-8f6e-4ad9-9563-29a7f152c177.jpg,0.60703125,0.4578125,0.1078125,0.0765625
images/4a1a25f8-a97c-4d64-abb7-89a2595b01c4.jpg,0.6953125,0.521875,0.1796875,0.14140625
images/6c2cb4da-8f7e-4bf0-9c4a-bec970065cbe.jpg,0.5,0.50703125,1.0,0.40703125
images/995504cc-38a9-4929-b46b-fac717992b46.jpg,0.421875,0.32109375,0.22578125,0.19140625
images/7ddcd428-555e-49c3-838a-f6fcd5923fa5.jpg,0.37265625,0.30703125,0.1328125,0.09140625
images/b2f536d3-0ecb-4d44-9e36-a42418ab03f5.jpg,0.44921875,0.48515625,0.109375,0.0984375
images/43b758b2-f5b8-4f8a-b0d0-503fe325aefd.jpg,0.40703125,0.42890625,0.08359375,0.0359375
images/a2e3b42a-89df-48f9-8348-beb9c3113c0a.jpg,0.3921875,0.528125,0.55859375,0.3453125
images/b3e6e45d-c2a2-4556-8f6a-77a9525ec7e6.jpg,0.45703125,0.4765625,0.7265625,0.809375
images/65848ef0-a88b-4da8-8ec9-09c5f17a57df.jpg,0.878125,0.4109375,0.12734375,0.09765625
images/d69760be-696a-4919-9575-03df08144c6d.jpg,0.49375,0.478125,0.68046875,0.6140625
images/e158949d-1336-4688-8746-00106b77d778.jpg,0.50859375,0.35234375,0.9828125,0.51953125
images/d7576201-4c21-4ba8-ba86-fd50e137f94c.jpg,0.7,0.4140625,0.2859375,0.190625
images/0253511b-1e1f-48dd-8872-32cb4d93352c.jpg,0.5515625,0.43828125,0.36015625,0.33828125
images/39ddd0ba-569d-4c36-bb3b-a1d028bdba9b.jpg,0.50078125,0.36328125,0.99765625,0.29765625
images/0ae84ca0-c0c9-420f-aff5-319f0efa96a5.jpg,0.50859375,0.4015625,0.4640625,0.33046875
images/e16f8450-491a-496f-8e85-afd08670415a.jpg,0.5078125,0.1,0.31171875,0.11171875
images/57a45979-75e5-4145-965e-e3a927330eb3.jpg,0.46953125,0.48828125,0.89765625,0.6421875
images/8a93b0a8-96c8-4733-ba3c-6870feefc2a6.jpg,0.51484375,0.409375,0.81328125,0.48671875
images/87d0bec2-6b03-45ed-b924-d12facdc5b75.jpg,0.440625,0.35234375,0.340625,0.1515625
images/4fbf192c-30e1-417f-9e27-75f8a3fc3853.jpg,0.503125,0.46875,0.11796875,0.16875
images/4d86f903-254f-4169-9925-e33a3304d00b.jpg,0.646875,0.20703125,0.08125,0.0859375
images/95a5d354-0899-40c2-84ca-e2a4778c48ea.jpg,0.46875,0.29609375,0.3734375,0.40390625
images/42b6314b-ffdd-49cf-8bd0-606124fc80d3.jpg,0.46640625,0.459375,0.06328125,0.03046875
images/bbec8cff-3bd5-45e1-9470-05c8d16e4d1b.jpg,0.52578125,0.38359375,0.2546875,0.2609375
images/cdb1781f-baeb-4d0b-934c-5a6e74f2b8e7.jpg,0.4921875,0.3640625,0.80078125,0.521875
images/7739306f-a325-4453-a2f1-080391a6c126.jpg,0.77421875,0.56328125,0.08828125,0.09765625
images/7b9d12a7-5fe7-4ea4-8dc5-097c83b7af6a.jpg,0.53671875,0.346875,0.1484375,0.1
images/acbaa33f-20ee-4a64-9fa5-f5284e0c629a.jpg,0.64765625,0.57890625,0.1140625,0.146875
images/e87ddcf5-e0d0-452b-8ae7-a356d6628d24.jpg,0.51640625,0.44453125,0.30078125,0.1890625
images/c362d892-29cc-4ae1-b67d-8068d2921b78.jpg,0.7171875,0.49609375,0.19296875,0.21796875
images/85d290e3-37b3-4be8-b278-3a92367ac8a3.jpg,0.5,0.5109375,0.44140625,0.2265625
images/ebadf948-2f0f-40ab-a36e-8231f21884cd.jpg,0.425,0.13984375,0.1578125,0.2125
images/f77198a1-7eb7-41de-ad53-5257e17174e9.jpg,0.54140625,0.4390625,0.6671875,0.69765625
images/8ad5aacb-452c-4418-9022-3ce1962863b1.jpg,0.55625,0.40625,0.0828125,0.0765625
images/1a81bd39-240e-4815-a8ff-38b0c7f57432.jpg,0.6203125,0.634375,0.059375,0.05859375
images/f5b1d8ea-6d91-482e-8aa3-e60d2a761d18.jpg,0.24375,0.39609375,0.16875,0.10859375
images/5786f11f-90e7-48ea-accd-8654f5ca3b8b.jpg,0.390625,0.171875,0.18125,0.1609375
images/81f64b52-b7fc-4754-b7e6-4dabe575529a.jpg,0.45,0.43359375,0.84375,0.8609375
images/e24cf182-9f07-405f-8b24-2ad9623f727b.jpg,0.4890625,0.30078125,0.7390625,0.60078125
images/fea284fe-7a59-466b-857c-0c51c8fe6f0c.jpg,0.653125,0.30234375,0.59140625,0.48984375
images/a7e354cb-b511-41cb-8a35-42cf89252341.jpg,0.4671875,0.47890625,0.78125,0.88984375
images/d05a3ea1-d498-4554-87a1-d87269e7c7f8.jpg,0.4125,0.38671875,0.11484375,0.04296875
images/36daa706-19b1-4974-8a8f-35073c653f18.jpg,0.5484375,0.20390625,0.03515625,0.0359375
images/f99dd912-212f-4acb-a6f8-22949b3d7cca.jpg,0.66015625,0.50234375,0.165625,0.140625
images/1a819b4e-6c2b-4fd5-8a37-921a67c5288e.jpg,0.48515625,0.13203125,0.084375,0.09140625
images/7d881743-fd46-4d21-b151-67ffa940fe58.jpg,0.47890625,0.60625,0.496875,0.3015625
images/d9a57ed0-9eb9-4f11-8cc0-0a12a7bafd9b.jpg,0.31328125,0.49375,0.4921875,0.709375
images/30cb730d-5eda-4fb2-be67-1aba54dc8898.jpg,0.421875,0.64609375,0.51953125,0.2859375
images/ead97fa8-f58f-4aa7-9466-041fcee97a4a.jpg,0.51953125,0.565625,0.3890625,0.28046875
images/d6597aa9-1154-49ca-94e6-03e08a004178.jpg,0.5015625,0.40234375,0.71171875,0.29296875
images/d1abf5f7-ed18-4f03-b7fb-b1505c39ef23.jpg,0.5875,0.21640625,0.03203125,0.0390625
images/c9d5b665-f9c5-4fe9-9e7b-e6ef1fc107e6.jpg,0.5359375,0.38984375,0.84140625,0.5921875
images/858b9ec3-41d9-4439-8652-eb7af0803f1f.jpg,0.5375,0.3390625,0.0859375,0.0609375
images/44d3542b-6583-42a9-a979-96df4fb7942f.jpg,0.35703125,0.31640625,0.70703125,0.38359375
images/752a7a55-e310-4b7a-9fac-c2695ec08338.jpg,0.5,0.3421875,1.0,0.55234375
images/3dc6eff6-ba59-47a3-bd83-ee6702ff75ab.jpg,0.6359375,0.27734375,0.6078125,0.334375
images/98be9461-af32-490b-bb3b-2a016d4d7860.jpg,0.48828125,0.43828125,0.10703125,0.0546875
images/705c9622-dd6d-419e-98b0-253d30d83960.jpg,0.50625,0.35703125,0.209375,0.20859375
images/1f21e643-5a64-4d4b-8884-e2d0cdd6001e.jpg,0.5109375,0.42265625,0.12265625,0.11015625
images/ef1e03a7-1a1d-4291-aaa7-7beb99969bc4.jpg,0.65625,0.76640625,0.09375,0.13359375
images/eb893711-9aa4-46c1-8b8d-c142abb6ba6f.jpg,0.6125,0.51328125,0.08828125,0.084375
images/4526278a-df36-493c-a857-fb21c68fda13.jpg,0.4671875,0.5375,0.12890625,0.103125
images/e0d9f114-9ca1-4cd0-9309-b1bbb741e171.jpg,0.5484375,0.19375,0.23125,0.3875
images/cbedf870-dd1f-4852-9d4a-d25a5badc72a.jpg,0.71640625,0.2765625,0.18359375,0.23984375
images/8991ac18-8330-45a8-9f69-4ae343cdd058.jpg,0.50859375,0.49453125,0.971875,0.5109375
images/92842fe6-27d8-4f3a-8e89-f11c18c75000.jpg,0.48125,0.371875,0.053125,0.05859375
images/79c2dd41-b5c8-4a00-96ae-78d282357c2e.jpg,0.55859375,0.40546875,0.5625,0.296875
images/b036ccff-77d0-43f6-8482-100cbfa58888.jpg,0.50859375,0.51484375,0.90859375,0.49609375
images/5e2f2346-1e52-48dc-9e13-5f876e5ac9c0.jpg,0.51484375,0.496875,0.81015625,0.4796875
images/17027417-188a-44f3-985b-9451e67fa8f3.jpg,0.575,0.43671875,0.3984375,0.2625
images/49bf1703-28e5-4f88-930f-bb504aff1020.jpg,0.4875,0.24609375,0.871875,0.49140625
